created_at	playlist_id	title	numtracks	duration	owner
1296767431	5847676	[19676]	5	1207	42797
1348889783	10293385	[2156]	7	1984	43805
1348889759	445516	[19676]	7	1984	43805
1254870848	4181438	[19676]	7	1984	41210
1201250122	5324745	[3487, 5804]	184	44672	41210
1254755959	2142265	[5626]	0	0	41211
1182856132	10028740	[]	1	449	41211
1316282257	5668394	[5466]	10	2151	40924
1308673822	5396904	[6712, 12719]	8	2145	40924
1199576253	3175811	[9694, 14448]	192	41719	41112
1220815619	4885189	[15833, 1620, 18698]	44	8816	41112
1286747584	1774783	[15517]	56	16890	41974
1287704739	6084290	[15380, 9163]	56	16890	41974
1286842346	4901969	[8691]	13	3002	41974
1286748174	10981107	[5693, 9044]	28	10533	41974
1285506232	3123391	[5757, 9044]	23	8251	41974
1380543260	6340801	[258, 1731]	12	3554	44171
1368325136	3221029	[12468, 258, 4721]	13	3748	44171
1356195287	8601479	[20737, 248]	7	1757	44171
1348741039	3258908	[248, 1731]	9	2642	44171
1293109329	3821893	[20737, 239]	16	4124	44171
1286807797	6125775	[239, 1731]	12	3755	44171
1273477636	7505974	[12468, 239, 4721]	9	2358	44171
1261830336	4274575	[20737, 233]	11	3176	44171
1223291339	10042329	[19676]	1	180	40762
1173273187	238745	[19676]	1	180	40762
1239284599	4980512	[13740, 4003]	25	5701	44159
1269281401	4214987	[6533]	25	5701	44159
1242608296	5999304	[12719, 502]	8	1814	44159
1292205360	711399	[9163]	8	1814	42445
1283726874	10590797	[19676]	8	1814	42445
1276036511	4271851	[19349, 13765, 20615]	2	578	42445
1227487229	4563847	[19676]	9	1268	40180
1174759420	25806	[9707, 10891, 4776]	18	3460	40180
1295161613	11636966	[4300]	10	2487	43516
1339717710	8754880	[17559, 12268, 15818]	10	2487	43516
1296525165	6324164	[6271, 8528]	16	3768	43516
1294805398	3052853	[13204, 11095, 12719]	29	6364	43516
1289177707	121712	[4757, 16169]	76	19698	43516
1319155303	11564014	[12263, 7442]	2	388	43516
1294808760	11619043	[17464, 16731]	46	12105	43516
1294899234	674115	[15243]	9	2214	43516
1297163093	7288407	[3605, 15818]	5	1281	43516
1296373556	10895083	[2928, 2719, 5572]	9	2212	43516
1294298770	7541313	[13685, 9531]	7	2551	43516
1291187917	6652295	[7442, 9581]	69	24929	43516
1211075451	10149083	[6516, 8059]	58	14720	44339
1216752123	10846235	[20869, 13390, 12995]	20	3980	44339
1220759816	11194744	[13507, 9115]	16	3131	44339
1241352269	7584358	[]	14	3959	42236
1238740855	6631312	[233]	21	6124	42236
1301180368	10733420	[2272]	21	6124	40604
1292013860	7584540	[6758]	21	6124	40604
1287744636	4982698	[7630, 11771, 21039, 11629, 3420]	14	3961	40604
1180724721	10258831	[8311, 9711, 14448]	40	9516	40604
1231015854	7578776	[19921, 10128, 19553, 18698]	63	14530	40604
1247510423	10096531	[13987]	63	14530	40604
1198746108	7439839	[]	165	48879	42108
1263286691	5236646	[9710, 7134, 1553, 11115, 10907, 17011, 1227, 18925]	165	48879	42108
1263286665	4892459	[11503, 9710, 1553, 11115, 10907, 17011, 1227, 18925]	165	48879	42108
1248007727	6134437	[9710, 11115, 10907, 18925]	26	5868	42108
1176303864	8162571	[4031, 2835, 1341, 9729]	10	3350	44206
1264222081	4846712	[7571, 9535]	10	2945	44206
1308035051	3276444	[1051, 4717, 17034, 5754]	7	1818	39940
1359678937	10096310	[6666, 17317, 258, 13482, 2287, 17427]	26	6417	39940
1372751435	5710198	[11259, 7185, 14448]	13	3738	39940
1339205234	6183072	[6666, 17317, 248, 13482, 2287, 17427]	19	5413	39940
1290555587	6282858	[13157, 9285]	16	3590	39940
1281951486	5639817	[11296, 6013]	14	4056	43141
1233486818	8845525	[6712]	29	7329	43141
1283942379	8701800	[1910, 9044]	56	18299	43621
1269101087	7106609	[1910]	143	42893	43621
1338184621	6185854	[2084, 9486, 13068, 15204]	7	1750	43211
1199600730	2930539	[19676]	2	600	43211
1322790215	7315573	[8120, 17264]	19	5975	43999
1281245205	3613497	[15487]	31	6413	43999
1281047608	6187833	[5973, 12636]	18	5913	43999
1292845614	4123900	[16389, 3924]	60	18576	43999
1295913319	8057575	[12488, 13546, 1227]	4	982	43999
1280683990	10181229	[12693, 7778, 14630]	170	39407	43999
1281047245	10874534	[4588]	120	28478	43999
1280872127	7553586	[16425, 13540]	24	6401	43999
1281246404	4724868	[10544, 14630]	15	3279	43999
1281288931	5224780	[15291]	7	1585	43999
1281246857	6428103	[8387]	4	907	43999
1280697365	4748552	[15706, 3369, 15204]	3	680	43999
1280874881	6813838	[15818]	8	2021	43999
1280873076	3685748	[19489, 17534]	8	1699	43999
1280697422	3197752	[1610, 15706, 15204]	10	2450	43999
1253564086	8385089	[1878, 20008, 6407, 4544]	9	2226	41114
1238097183	10378391	[4356]	6	2936	41114
1235737867	5658380	[19676]	3	1677	43856
1242323514	526769	[10143]	0	0	43856
1348368959	10028553	[6411, 15204]	30	6514	44793
1348441801	10641582	[10820, 17427]	108	24147	44793
1263742693	5551582	[]	1	210	42879
1249416398	7530129	[8098, 4223, 15029, 11914]	24	5049	42879
1226768683	8673566	[19676]	24	5049	42679
1227469046	5873729	[]	1	330	42679
1264104173	7734896	[9621]	2	469	42309
1247868469	2406016	[7896, 9273]	9	2323	42309
1253542325	4794544	[19430]	37	9603	43440
1236637966	6588778	[8656, 6181]	41	12223	43440
1237571792	8252384	[10595, 18099]	56	13983	43440
1223219683	1752130	[19676]	9	1965	44596
1223218726	8001098	[19676]	9	1965	44596
1319585384	7619105	[19954, 10352, 4141, 17525]	1	439	43376
1252488369	4493238	[16958]	143	37641	43376
1299375114	11253745	[15284]	150	44223	43376
1291178748	9003605	[9854]	131	40004	43376
1289113779	5311867	[6043]	127	36272	43376
1287815557	10864825	[19526, 47, 14448]	133	39683	43376
1285534298	4036336	[7184, 18800, 7194]	131	39532	43376
1283650846	5064086	[5758, 8931]	116	35905	43376
1282180070	7506553	[5833, 1669]	119	34995	43376
1281072739	7542141	[3240, 5746]	121	34845	43376
1280269206	11567689	[1009, 9402]	123	36572	43376
1278193094	2939758	[15280]	124	36581	43376
1253660725	8168321	[16960]	137	37410	43376
1275770106	10421542	[16960, 1331]	136	37837	43376
1373461538	5463782	[12376, 7934]	4	976	43706
1373460067	7594308	[3624]	5	1742	43706
1290710789	4746380	[19676]	5	1742	44608
1289245768	8029123	[19676]	13	2907	44608
1318486898	6431912	[15517]	3	825	44774
1216341016	7150900	[18408, 18629, 5004, 6320, 15120, 13934, 4776]	3	825	44774
1175177896	3049584	[]	41	16932	44774
1300575609	10568696	[4003, 5625]	28	7415	44648
1421522618	3509525	[19119]	5	2261	44648
1381784328	7949880	[14630]	4	869	44648
1281826334	10691447	[9561]	15	3902	44648
1245452651	8213722	[1066, 7934, 4280]	24	5403	45112
1277416324	4680613	[17022, 1769]	60	15377	45112
1245458991	94380	[5551, 8528]	2	867	45112
1282137963	2946099	[14608]	38	7862	43574
1294320050	11506644	[5725]	38	7862	43574
1189011019	4849059	[19676]	64	15074	43574
1286555301	10058237	[4588]	19	6610	43574
1282089619	11744302	[]	3	856	43574
1282601187	11714284	[2040, 5575]	3	856	43574
1346682225	10842812	[]	58	14898	44669
1314119062	10433686	[8068, 4721]	8	2172	44669
1371235256	8333470	[14623]	2	417	42803
1339734848	3004172	[19676]	30	6797	42803
1278776588	6254085	[19676]	4	825	41027
1269837293	8743017	[19676]	6	1767	41027
1243269805	3271634	[11781, 17427, 7194]	6	1767	41307
1240880818	4947297	[1084, 2287]	4	1067	41307
1241557314	8367555	[11781, 7330, 9163]	3	828	41307
1283636786	5828327	[7934, 17977, 18698]	25	7517	42306
1227367580	7388320	[19676]	5	1618	42306
1283292974	4022577	[14961]	58	17427	43862
1210113034	5288283	[6221]	85	25581	43862
1262312977	5382568	[13987]	58	18718	43862
1243789489	8844849	[6691]	21	4439	43862
1239921553	5678850	[17211]	68	22609	43862
1241453330	7541299	[19676]	189	44929	43710
1241163813	15619	[19676]	5	1374	43710
1255187785	3779547	[18667]	4	2040	41417
1230474593	5939132	[20877, 9729]	3	898	41417
1172322829	2808117	[7617, 13082]	5	3189	41417
1240655135	7255538	[12065, 7380]	6	3531	41417
1240652163	5755971	[17076, 19094, 1970]	6	2253	41417
1318104312	3290831	[]	8	2024	42798
1296569925	3237391	[19676]	18	4430	42798
1273758815	10025794	[14857, 15818]	63	24892	41938
1274987360	10894486	[11914, 4791]	7	1689	41938
1175318200	5735575	[]	79	20790	43501
1313102803	6000569	[17025, 7281]	0	0	43501
1171158577	2461004	[11028, 10043, 9551, 8760, 16248, 19508]	14	7260	41957
1219788174	5043559	[18856, 2014]	6	1827	41957
1267508142	6436388	[20593, 11914]	2	573	42629
1259365075	10516559	[19676]	6	1488	42629
1355959144	5121095	[16525, 18171, 13595]	22	5826	42660
1355961405	8609497	[5882, 16525, 18171]	2	692	42660
1355959259	10892963	[16525, 18171, 16713]	2	600	42660
1355959244	8533766	[16525, 18171, 17076]	20	5433	42660
1355959226	5956195	[16525, 7015, 18171]	18	4562	42660
1355959212	7862222	[16525, 7241, 18171]	20	4852	42660
1355959191	231507	[16525, 18171]	20	4719	42660
1355959172	5508678	[16525, 18171, 19433]	27	6924	42660
1296039446	1043735	[17051]	0	0	41779
1219328018	11439680	[9396, 11818, 8364, 10819]	17	4657	41779
1219343816	8062356	[6519, 13482, 12189, 15818]	10	3095	41779
1219757748	10839125	[2287, 1015, 18698]	18	5562	41779
1252404975	4085161	[15240, 19360, 233, 18925]	9	3247	41779
1309565558	4166376	[9827, 9729, 244]	25	6257	44519
1347313093	5534521	[16657, 248]	7	1789	44519
1344985470	11596457	[1685, 248]	7	1645	44519
1338683518	6345765	[248, 9838]	22	5274	44519
1336611531	11556480	[248, 11646]	11	2535	44519
1333502356	6499188	[20, 101]	15	3305	44519
1330651714	1581757	[15, 101, 19]	4	896	44519
1324428767	10831158	[211, 80, 101]	19	4738	44519
1320882659	5177247	[80]	20	4243	44519
1319064939	255258	[270, 47, 80]	21	4928	44519
1312907727	4919396	[216, 26, 1685]	2	636	44519
1312236445	3364150	[15, 1685, 244]	20	5422	44519
1311633007	8019070	[9827, 292, 244]	17	4598	44519
1311019163	5111461	[9827, 144, 244]	12	2441	44519
1309723727	10040546	[9827, 244]	8	1948	44519
1309382547	8549602	[15, 9729]	12	2620	44519
1282321983	2932005	[20870]	12	2620	45132
1172454655	3775126	[19676]	9	2745	45132
1239817511	2949378	[13987]	2	555	40059
1248890431	2839148	[7176, 19687]	3	815	40059
1239817491	11302419	[3624]	3	815	40059
1329503316	6097636	[7621]	13	2405	40835
1325701233	8672749	[10891]	37	8808	40835
1260974688	7882636	[19676]	8	1749	41767
1174356462	10247379	[3570, 12636]	19	4293	41767
1257986370	10182330	[13987]	7	1841	41774
1253301762	8999483	[19676]	8	1828	41774
1253312791	8224586	[700, 7157]	9	2053	41774
1402751089	6716800	[11783]	38	12859	42925
1372931089	8847353	[18888]	3	492	42925
1369222181	5941213	[8995]	7	1716	42925
1295203647	11610425	[]	16	4895	42925
1295200124	3432467	[4433, 12774]	7	1841	42925
1380806507	10339903	[11908, 9655]	9	1637	42561
1282619709	398955	[19676]	9	1637	42561
1418979149	4927284	[261, 48, 19017]	9	1637	42940
1387414783	10207805	[258, 48, 19017]	100	21613	42940
1351394357	3147219	[48, 248, 19017]	96	21651	42940
1351388538	7795943	[244, 48, 19017]	95	21729	42940
1351383947	4980533	[239, 48, 19017]	92	20997	42940
1350012528	4499712	[48, 19017, 233]	91	20521	42940
1349926454	3976494	[227, 48, 19017]	89	20362	42940
1297742374	11227189	[16559]	6	1806	43707
1297380394	11569247	[19676]	2	415	43707
1311559437	8484749	[8465, 4757]	12	2967	40443
1304009524	6070531	[19676]	12	2967	40443
1208452541	11467744	[11971, 10604, 8028]	114	30645	45076
1250724583	3777421	[11086]	14	4187	45076
1216727976	3556339	[6372, 3983]	10	1949	45076
1313274146	8957349	[]	13	3613	43854
1313259204	8458130	[9196]	8	2328	43854
1221141814	4860456	[]	17	3780	43868
1194658433	10631638	[]	37	8361	43868
1224351130	3053207	[19676]	37	8361	43868
1244944374	1404714	[]	2	269	43868
1223435201	3629359	[]	2	269	43868
1222002673	5127498	[]	10	2710	43868
1218296081	3365507	[19676]	10	2710	41094
1174119428	5785350	[130, 18995, 7427, 223, 10807, 9402, 13482, 19]	8	1511	41094
1214013084	9009158	[10244, 14448]	12	4085	40486
1260926249	4901393	[12174, 19333, 9853]	21	4837	40486
1253830506	10921932	[13728, 10792, 13482, 18870]	10	2449	40486
1280588233	4363904	[]	25	6005	42652
1272234960	8466429	[13791, 3223, 7709]	8	1598	42652
1283423002	3759610	[19676]	8	1598	40702
1230608088	3153187	[]	10	2240	40702
1245346397	6810453	[11809, 20820]	20	6119	44637
1245347035	8742967	[17923, 8881]	30	8049	44637
1232015961	10562699	[3632]	10	2690	42376
1181078573	4750926	[19676]	22	5258	42376
1362270355	5828643	[8364]	26	3908	40995
1381438122	11089256	[14697]	3	1250	40995
1380900837	8788148	[13515, 17936, 15029]	2	178	40995
1363521277	5585575	[4791]	2	178	40995
1363193924	8133989	[3510]	2	178	40995
1174664983	7515500	[13589, 7873, 18698]	8	1777	42138
1219110565	11041550	[19676]	8	1777	42138
1310710965	11236924	[15517]	8	1777	42142
1288559878	7801159	[2764, 7433, 8358]	8	1882	42142
1330379025	4258493	[13116, 7194]	8	1882	41530
1327453292	6427817	[13386]	3	708	41530
1327363529	146608	[10521]	7	1438	41530
1296865856	5187674	[14157]	7	1844	42356
1295050080	11024008	[]	50	11292	42356
1296305185	3141076	[2134, 16169]	5	1226	42356
1299008236	8741580	[5163, 13987]	5	1132	42821
1189774005	2221828	[19676]	134	35557	42821
1246493050	6596363	[9827, 327, 13482]	14	3386	40228
1241475519	8415620	[442, 11646, 13482]	11	3569	40228
1245837947	10923501	[291, 9838, 13482]	26	6912	40228
1245581452	10998718	[274, 9838, 13482]	20	5502	40228
1245753339	8298418	[284, 9838, 13482]	25	6387	40228
1242397237	8462078	[6447, 2287, 17427]	9	2346	40228
1251131844	7529414	[297, 1685, 8826, 17317, 13482]	28	7252	40228
1216573659	4428133	[19676]	161	46555	41248
1188334688	6590921	[]	59	13681	41248
1245364169	8478259	[19676]	59	13681	40938
1245364165	8161949	[7174, 7934, 3102]	2	592	40938
1266623870	6070439	[20275, 1131, 4659]	14	4564	41730
1262513441	49676	[12252]	19	4739	41730
1222495652	3601684	[19094, 12719]	1	243	41730
1190932516	8249633	[]	14	4536	41730
1274732908	8131032	[19235]	14	4536	41703
1215604242	10470207	[19676]	3	667	41703
1230831496	7964041	[7723]	19	4707	42890
1251139690	6040071	[19676]	19	4707	42890
1216940352	8956531	[9880, 6742, 10888]	115	25903	40559
1205174808	11748596	[10820, 1227, 12995, 12636]	36	7316	40559
1353087420	5958457	[19676]	36	7316	41630
1201258430	5169511	[9884, 14448]	36	7879	41630
1275845907	10041926	[19300]	124	42856	43585
1278078745	4121652	[5973]	10	5395	43585
1278016961	3144162	[17536]	0	0	43585
1272065313	1569917	[7572, 1743]	2	273	43585
1389834462	11646049	[18300, 1173, 1227, 18698]	2	437	42609
1182421375	11016866	[]	52	12351	42609
1322345188	4540417	[18467, 1563, 13482, 12719, 10536]	9	2098	43572
1320009908	11198481	[211, 1769, 13482, 17427]	18	4541	43572
1318748048	4563871	[12852, 9402, 2287, 18698]	12	3368	43572
1304325226	10768473	[2267, 3729]	0	0	40303
1239695515	6118499	[3638, 17542, 12719, 13765, 20615]	85	24087	40303
1408653349	3413090	[20470, 5441, 16134]	12	3498	41025
1223924980	5492976	[17897, 15926, 18698]	0	0	41025
1223749740	6764163	[]	6	2103	41025
1249497716	10074769	[20640, 14752, 1227]	24	6213	41025
1195072107	7445403	[9904, 10891, 4776]	193	49560	41725
1217503274	11737128	[19676]	10	3039	41725
1233759140	7131962	[12845]	4	854	44856
1291657972	1199858	[11393, 5314]	3	760	44856
1201367479	5373107	[19676]	5	977	44856
1233759140	1035153	[12845]	7	1765	44856
1245790563	8847308	[14959, 14857, 15818]	29	17074	41991
1245952441	8529552	[12016, 19119]	3	1408	41991
1246033221	5570509	[7875]	40	18751	41991
1264335913	3093401	[19245]	33	13780	41991
1245790518	7285853	[19676]	33	13780	41991
1251219817	8324923	[]	45	22448	41991
1336917499	5476534	[10459]	45	22448	44745
1273596539	7541695	[]	7	2262	44745
1273441644	10839811	[]	25	8111	44745
1284023978	6705402	[19676]	35	8686	40141
1215001897	6260535	[19676]	157	36400	40141
1360938779	3836366	[19676]	157	36400	44888
1184613883	6424494	[19676]	69	15297	44888
1320600005	8823812	[9921, 12189]	16	4892	42781
1260313404	5159772	[9920, 4527, 12189]	79	20142	42781
1228949674	8420333	[9920, 4527, 12189]	87	24115	42781
1358787506	4367751	[]	12	3127	42704
1358787630	8850623	[8364, 15818]	3	747	42704
1321665764	11017723	[2287, 18698]	17	5993	44318
1302966884	10657763	[19676]	22	6688	44318
1318398686	1593931	[10715, 12798]	22	7976	44318
1320712046	338956	[11095, 9438]	14	4666	44318
1318758947	6803660	[14874]	6	3084	44318
1270811684	7541578	[14857, 17224, 1227]	15	7334	41011
1222338700	7547287	[16417, 13054, 21045]	10	2459	41011
1221913973	4870967	[15034, 18189, 8369]	53	9796	41011
1230461529	7792615	[20724]	53	9796	44013
1230461531	8853612	[20724]	2	799	44013
1171906210	7057338	[]	17	3536	43685
1223838225	8732481	[16829]	4	949	43685
1390324236	6954325	[13247, 17427]	8	2414	43210
1312062014	5234695	[15728, 6723]	3	616	43210
1253549196	3774343	[1563]	106	36607	41478
1254171807	8263645	[840]	144	41178	41478
1253599608	4218176	[15385]	172	49706	41478
1253201990	8635544	[1050]	94	25670	41478
1246034277	6728326	[10936, 16570]	81	18182	42995
1209229693	3735551	[]	52	12286	42995
1280033250	7703607	[8358, 14448]	52	12286	44098
1280033230	8034060	[16169, 14448]	3	830	44098
1280033210	750213	[4497, 14448]	3	830	44098
1278120652	7418244	[17755, 10632]	26	5514	42003
1227064217	7432806	[16333]	40	8460	42003
1296834497	7813459	[19676]	40	8460	41317
1286597618	25379	[19676]	3	614	41317
1357212096	5745680	[16612, 9320]	95	25951	40441
1376461505	4897707	[4828, 20097, 18698, 18925]	47	10789	40441
1340713860	2994064	[1294]	4	518	41415
1332761818	3934114	[16994, 8674]	18	2752	41415
1177561290	261823	[7934, 9402, 3624]	187	46945	44003
1242514705	7921287	[20207, 14174, 2202, 13482, 18698]	67	16578	44003
1216376325	10289012	[8358, 18874]	52	11434	42673
1216377463	197920	[5973, 6443, 12719]	58	14333	42673
1197735449	11220702	[9258, 8474, 12719]	55	14760	42673
1301534307	4879517	[13996, 5973]	59	14957	42559
1298589194	8608926	[17224]	72	33265	42559
1301435025	4661614	[19232, 13765]	64	18036	42559
1312940098	6155182	[3638, 14985]	46	13067	42559
1298590585	7541515	[15225]	74	21860	42559
1326393381	5357999	[16887]	2	499	42559
1298589597	5825778	[7977, 15029, 14697]	114	30949	42559
1306529802	6921261	[20275, 490, 12995]	29	8346	42559
1321322031	4122663	[528]	6	1373	42559
1301443066	11506887	[14881, 11914, 14697]	22	10651	42559
1310602418	8095206	[11914]	11	3469	42559
1301432074	4315873	[14964]	11	3756	42559
1306978280	3718329	[15291, 8823, 8691]	14	3695	42559
1298587266	7041409	[3638, 14985]	193	55817	42559
1298588427	3776192	[16864, 10819]	129	35433	42559
1303506405	3292875	[12098, 3847]	11	5078	42559
1278468493	7129441	[19676]	11	5078	42559
1302206319	7823869	[19676]	23	5007	44021
1287266552	4874445	[19676]	3	1245	44021
1223233226	6790817	[2213, 11914]	6	2839	43370
1223233194	2156798	[6742, 13743, 11914]	7	1839	43370
1238863346	6433528	[6742, 2459, 11914]	3	1550	43370
1330804668	8182889	[2933, 8500, 17427, 7194]	16	3935	43596
1334075670	114324	[19676]	4	1119	43596
1329491134	937357	[6783, 2309, 17427, 18925]	15	4647	43596
1315475235	11115765	[]	47	15522	41164
1340801764	5607251	[2422]	16	4707	41164
1315486935	11561111	[20400, 11080, 8364, 1227, 10819, 9438]	23	6441	41164
1349969091	11060114	[11, 18730, 17427]	23	4878	41164
1349857769	2782255	[3912, 13728]	8	2301	41164
1305879554	5814763	[8338, 13728]	19	2983	41164
1320931427	11391080	[13238, 6565, 13482, 18698]	0	0	41164
1285536556	11486755	[]	13	3582	41164
1197678099	5014709	[19676]	144	42190	42193
1251037792	10761289	[19676]	16	4179	42193
1173213952	5739199	[19676]	80	20676	40463
1239971911	6525767	[10803]	126	34176	40463
1260826204	146878	[5220, 15204]	126	34176	40423
1194055667	6209539	[19676]	3	689	40423
1309160944	7599921	[8309]	15	3477	40288
1290512473	4320675	[1982]	12	2369	40288
1254519749	10085272	[13452, 29]	5	1121	41707
1230692350	6264268	[10747]	10	1835	41707
1296387935	7985707	[19676]	3	618	41053
1296387928	6613584	[15287]	2	738	41053
1331782323	5945385	[19687, 20615, 18925]	2	738	40177
1316654692	5652408	[8115, 9581]	2	728	40177
1214927318	1256055	[19676]	2	434	40177
1263946058	11406306	[4103, 9493, 6146]	41	10322	43209
1260761245	5053691	[6212]	41	10322	43209
1216777033	5032082	[19676]	41	10322	42640
1181174262	11706276	[]	15	4058	42640
1322822142	4329805	[14425]	26	6715	42935
1266716564	1469866	[17177]	42	15588	42935
1280406432	4546182	[15029]	42	15588	40967
1280324669	4280535	[12995, 12636]	3	616	40967
1279195957	5889307	[4588]	9	2728	40967
1179575326	8874863	[]	9	2728	40967
1274247993	8663021	[11646, 6443]	2	542	40755
1243835802	8630501	[10521, 11646, 4721, 233, 13482]	4	559	40755
1229555784	7541181	[5219]	41	10643	40755
1241755530	5532728	[19676]	5	1276	40755
1271449189	1456811	[14703]	2	615	44627
1267367626	3426799	[7549]	2	615	44627
1232890572	3624728	[2836, 15871]	14	2956	44627
1362805815	4954442	[14202, 17040]	14	3419	43061
1295759809	5923712	[942, 12463, 7934, 17388, 1227, 17427]	14	3093	43061
1322952934	3538364	[20634, 20228, 13482, 18698]	4	1301	41129
1321379609	3795369	[11677]	10	3867	41129
1300472861	7628648	[17345, 15818]	2	464	43095
1269385062	5020487	[7567]	110	18414	43095
1272138819	3701460	[9163, 3624]	115	27429	43095
1284596993	8064497	[17181]	10	2375	43095
1282605211	11117990	[2586]	2	334	43095
1271798095	4561608	[14630, 9163]	116	26804	43095
1255358109	8323043	[19676]	17	2981	43095
1380806545	10196818	[]	2	1017	42757
1342877965	7541315	[]	29	15725	42757
1217327437	7541553	[5435, 13157, 12636]	9	2024	44848
1239200300	3008373	[8733, 2287]	4	1033	44848
1193087719	4919107	[18527, 11095]	20	5170	44848
1216571013	10506808	[1958, 10332, 13157, 12719, 2287]	1	217	44848
1234877862	3234313	[]	14	3227	44848
1334778080	7937650	[17662]	14	3227	42229
1212561540	338069	[12215]	74	24322	42229
1230817664	4527422	[]	172	54692	42229
1190148138	3344851	[]	88	24138	44296
1380822293	10465526	[10919, 19017]	200	54027	44296
1305028662	8298587	[15520]	200	54027	42543
1180017113	3156873	[]	5	1337	42543
1314599768	4632412	[10819]	25	6275	42971
1320754277	7788366	[8187]	6	1578	42971
1315871203	2511108	[6562, 9115]	18	4549	42971
1235460365	11560222	[13279, 784]	18	4549	44566
1235460649	8059105	[1579, 16361, 2699, 1473, 7934]	2	584	44566
1242501714	3348178	[15591, 13589]	5	1653	44566
1257068641	4332734	[]	54	11917	41581
1257083121	1897545	[]	68	13940	41581
1257067697	10326562	[]	106	21874	41581
1319575701	2991523	[18985, 13157, 4588, 10819]	4	1056	44861
1275312358	10586473	[9502, 9770]	4	902	44861
1224810101	6374253	[10961]	31	7698	40257
1223478678	2797919	[16728]	17	4944	40257
1345747541	845675	[10936, 16570]	29	6875	39976
1216235805	10078796	[10121, 13479, 10891]	26	5920	39976
1401842558	4287639	[15037]	13	1841	40769
1270323032	7172898	[15987]	27	5984	40769
1371252516	11148810	[9812]	13	2114	40769
1293954123	3522473	[11217]	9	1852	40769
1232762859	3181611	[1260]	26	5771	40769
1224428779	8201130	[4588, 12189, 15818]	11	2227	40060
1242067653	7389689	[19676]	17	2316	40060
1269206200	8055511	[12516]	3	1039	44464
1243766640	5638006	[19676]	7	1513	44464
1269979124	3608283	[17900]	5	1174	40097
1315343139	7418136	[8819, 219]	9	2157	40097
1307279642	8250341	[16771, 13157, 9115, 14630]	63	14885	40097
1313665597	5877614	[14391, 11621, 17427, 18925]	83	21288	40097
1306590003	3965899	[7879, 20037, 12491, 18745, 20831, 9402, 18698]	17	2751	40097
1318452080	5942442	[6493, 11470, 13595]	78	17653	40097
1271187343	8862416	[4415, 12916, 12570, 8881]	10	2302	40097
1318370547	8791213	[12810]	4	973	40097
1317996324	7541409	[6224, 1486, 14392, 13126, 3985, 20363, 4777, 10536, 13257, 18698]	3	737	40097
1315147428	3998838	[7137]	8	1535	40097
1314550158	6638980	[16008, 13959, 4038, 20400, 13595, 14425, 17427, 18925]	19	4877	40097
1314028035	5500040	[9735, 4624, 13602, 5397, 1195, 2897, 18771, 8410, 10888, 13482]	11	1600	40097
1314053710	5546475	[928, 4038, 16910, 5458, 19853, 17427, 18698, 18925]	2	365	40097
1247598929	5581102	[11027, 1110, 11618, 2520, 13974, 19433]	74	16559	40097
1270124412	10070391	[19372, 12749, 19800, 20251, 13765, 9438]	8	1596	40097
1313587028	8691742	[1477, 13123, 11299, 16864, 18694, 17427]	9	2632	40097
1313587660	10831601	[3779, 8562, 19073, 13482, 9438]	1	186	40097
1244982569	11194212	[8417, 11621, 17427]	17	4372	40097
1268505787	2244256	[7873]	14	2593	40097
1269979288	10483524	[13648, 17989, 18723, 17926, 7427, 1227, 13482]	16	3561	40097
1270947148	3304868	[809, 5334, 2095, 13257]	3	361	40097
1291910750	11494673	[18444, 9402, 15926, 18698]	3	361	40097
1261027335	254344	[7985]	10	2576	40097
1244750014	4346847	[11027, 1110, 11618, 2520, 13974, 13595]	10	1825	40097
1256897778	7032979	[4701, 20534, 7976, 19853, 13082, 18698]	18	4362	41291
1229989013	7262602	[4493, 9380, 4494, 15158]	11	2576	41291
1243609433	3195268	[1574]	1	167	41449
1204565435	4989221	[11626, 13607, 18694, 15818, 18698]	13	3462	41449
1385656469	7534346	[213]	19	4351	41879
1385381640	4093298	[216]	36	8901	41879
1385470724	5227702	[220]	47	11075	41879
1385471819	5156254	[194]	47	11075	41879
1385463837	8622243	[219]	43	9933	41879
1385453471	7038469	[217]	45	10244	41879
1348445436	6067849	[6677]	13	2983	41879
1348444155	8325914	[11588, 12382]	8	1159	41879
1348439356	1155353	[14253, 17499]	10	2090	41879
1268492339	2465358	[11065, 239]	0	0	42897
1211623852	684097	[11065]	140	61153	42897
1264186261	7226975	[5428]	20	4144	43400
1254016603	3931468	[6746]	6	2011	43400
1264638719	4955488	[8994]	5	1839	45128
1264456671	430540	[239, 11086, 17704]	5	1839	45128
1211154722	8657368	[19676]	3	736	45128
1230325850	1618872	[3935]	3	736	45128
1337196218	10362679	[7391, 9729]	36	7584	39973
1302718235	3733270	[4232, 3714]	19	5673	39973
1358379931	8583572	[1561]	19	5673	40512
1319891967	8830245	[10822]	85	19351	40512
1400823777	10107352	[14318, 486, 14891, 14448]	1	121	40887
1394129290	5453527	[14318, 463, 14891, 14448]	3	706	40887
1389974962	2864418	[14318, 14891, 446, 14448]	2	357	40887
1387553955	7827812	[20277, 15]	0	0	40887
1379341562	3267066	[334, 15196, 7567, 19489, 8115, 16903, 12189]	5	1125	40887
1315736476	11263224	[1284, 11749, 17421]	1	259	40887
1307882868	4942304	[1284, 11749, 17, 17421]	7	1912	40887
1290344544	5881478	[1284, 11749, 15, 17421]	3	847	40887
1290346908	4631074	[11749, 2239, 17]	2	147	40887
